user_id,taste,mood,texture,caffeine,temperature,budget,selected_items
377,asam,menyegarkan,bubbly,rendah,panas,low,"['KOPI LEMON', 'TEH STRAWBERRY', 'AMERICANO', 'LYCHEE SQUASH']"
378,asam,menyegarkan,bubbly,rendah,dingin,low,"['BERRY SQUASH', 'LYCHEE SQUASH', 'KOPI LEMON']"
379,pahit,energi,bubbly,sedang,panas,high,"['AMERICANO', 'KOPI SODA', 'SANGER', 'JAHE MERAH', 'TEH STRAWBERRY']"
380,manis,manis,heavy,tinggi,panas,low,"['BISCOFFEE', 'TEH', 'MANGO', 'CHOCOLATE', 'CRUNCHY CREAMY', 'KOPI GULA AREN']"
381,asam,menyegarkan,bubbly,non-kafein,dingin,high,"['CRUNCHY CREAMY', 'AVOCADO', 'TEH', 'TEH LECI', 'LEMON KISS']"
382,netral,manis,light,sedang,bebas,bebas,"['TELANG SQUASH', 'KOPI SUSU', 'TEH JAHE', 'TEH', 'LEMON KISS', 'KOPI GULA AREN']"
383,netral,manis,light,sedang,panas,low,"['LEMON SQUASH', 'TEH', 'LEMON KISS', 'TEH LEMON', 'SANGER', 'KOPI SUSU']"
384,netral,rileks,creamy,rendah,dingin,mid,"['JAHE MERAH', 'TELANG SQUASH', 'TEH SEREH', 'VARIASI PINK']"
385,netral,rileks,bubbly,sedang,dingin,mid,"['STRAWBERRY', 'TEH JAHE', 'TEH', 'JAHE MERAH']"
386,netral,rileks,light,non-kafein,dingin,high,"['TEH', 'TEH JAHE', 'LYCHEE SQUASH', 'JAHE MERAH', 'STRAWBERRY']"
387,asam,menyegarkan,bubbly,non-kafein,dingin,mid,"['TELANG SQUASH', 'KOPI LEMON', 'LEMON SQUASH']"
388,manis,manis,creamy,non-kafein,dingin,mid,"['CRUNCHY CREAMY', 'STRAWBERRY', 'BISCOFFEE', 'TEH', 'CHOCOLATE']"
389,netral,menyegarkan,light,tinggi,dingin,bebas,"['BERRY SQUASH', 'TEH LECI', 'LEMON KISS', 'TEH JAHE SEREH', 'KOPI GULA AREN']"
390,netral,manis,light,sedang,panas,mid,"['VARIASI PINK', 'TEH JAHE SEREH', 'TELANG SQUASH', 'JAHE MERAH', 'TEH STRAWBERRY', 'TEH']"
391,asam,menyegarkan,bubbly,tinggi,dingin,bebas,"['KOPI SODA', 'SANGER', 'MACCHIATO', 'TEH LEMON']"
392,asam,menyegarkan,bubbly,non-kafein,dingin,high,"['BANANA', 'STRAWBERRY', 'LEMON KISS', 'KOPI LEMON', 'TEH JAHE']"
393,netral,energi,creamy,sedang,dingin,bebas,"['VARIASI PINK', 'LEMON KISS', 'TEH STRAWBERRY', 'MOCHACCINO']"
394,manis,manis,creamy,non-kafein,dingin,mid,"['CRUNCHY CREAMY', 'BISCOFFEE', 'STRAWBERRY', 'AVOCADO', 'BANANA', 'TEH']"
395,pahit,rileks,light,sedang,dingin,low,"['MACCHIATO', 'BISCOFFEE', 'TEH STRAWBERRY', 'TEH LECI', 'KOPI SODA']"
396,manis,rileks,creamy,rendah,bebas,bebas,"['BISCOFFEE', 'STRAWBERRY', 'MANGO', 'CHOCOLATE']"
397,pahit,manis,heavy,sedang,panas,high,"['KOPI SUSU', 'MACCHIATO', 'KOPI LEMON', 'TEH LEMON', 'ESPRESSO', 'TEH JAHE SEREH']"
398,manis,manis,light,rendah,panas,mid,"['BISCOFFEE', 'STRAWBERRY', 'MANGO']"
399,netral,energi,bubbly,rendah,panas,mid,"['LEMON KISS', 'TELANG SQUASH', 'SANGER', 'TEH JAHE']"
400,asam,menyegarkan,light,rendah,dingin,bebas,"['LEMON SQUASH', 'MACCHIATO', 'KOPI LEMON', 'TEH STRAWBERRY', 'TEH LECI']"
401,pahit,energi,light,tinggi,bebas,high,"['KOPI SODA', 'TEH STRAWBERRY', 'MACCHIATO', 'MOCHACCINO']"
402,netral,menyegarkan,heavy,rendah,panas,bebas,"['TEH STRAWBERRY', 'TEH LEMON', 'TEH JAHE', 'SANGER', 'MACCHIATO']"
403,pahit,rileks,creamy,sedang,panas,high,"['ESPRESSO', 'TEH HIJAU', 'TEH JAHE SEREH', 'TEH STRAWBERRY', 'JAHE MERAH', 'TEH LEMON']"
404,netral,rileks,creamy,sedang,dingin,bebas,"['LEMON KISS', 'TEH', 'JAHE MERAH', 'TEH LECI', 'TELANG SQUASH', 'TEH JAHE']"
405,asam,menyegarkan,bubbly,non-kafein,dingin,mid,"['LYCHEE SQUASH', 'STRAWBERRY', 'SANGER', 'CHOCOLATE', 'LEMON KISS', 'TELANG SQUASH']"
406,pahit,energi,creamy,sedang,panas,mid,"['TEH LECI', 'TEH', 'TEH JAHE SEREH', 'SANGER', 'MOCHACCINO']"
407,pahit,rileks,creamy,tinggi,bebas,bebas,"['TEH', 'TEH STRAWBERRY', 'AMERICANO', 'KOPI LEMON']"
408,netral,energi,bubbly,sedang,panas,low,"['BERRY SQUASH', 'MOCHACCINO', 'VARIASI PINK']"
409,netral,energi,creamy,sedang,bebas,high,"['TELANG SQUASH', 'KOPI GULA AREN', 'KOPI SUSU']"
410,netral,menyegarkan,heavy,sedang,panas,low,"['VARIASI PINK', 'TEH LECI', 'LEMON KISS', 'TEH LEMON', 'KOPI LEMON']"
411,netral,rileks,bubbly,non-kafein,bebas,bebas,"['KOPI GULA AREN', 'STRAWBERRY', 'KOPI LEMON', 'BERRY SQUASH']"
412,pahit,menyegarkan,heavy,sedang,panas,mid,"['ESPRESSO', 'CAPPUCCINO', 'KOPI LEMON', 'TEH STRAWBERRY', 'AMERICANO']"
413,asam,energi,bubbly,non-kafein,dingin,mid,"['LEMON KISS', 'MANGO', 'LYCHEE SQUASH']"
414,manis,manis,bubbly,non-kafein,panas,low,"['BANANA', 'MANGO', 'KOPI GULA AREN', 'TEH', 'AVOCADO', 'BISCOFFEE']"
415,manis,rileks,creamy,rendah,panas,high,"['BISCOFFEE', 'CRUNCHY CREAMY', 'BANANA', 'MANGO']"
416,netral,energi,light,rendah,dingin,high,"['TEH LECI', 'STRAWBERRY', 'MACCHIATO']"
417,asam,menyegarkan,bubbly,rendah,dingin,bebas,"['LEMON SQUASH', 'TELANG SQUASH', 'LEMON KISS', 'TEH LEMON']"
418,netral,menyegarkan,bubbly,rendah,panas,high,"['JAHE MERAH', 'TEH JAHE SEREH', 'KOPI SUSU', 'LYCHEE SQUASH', 'TEH']"
419,asam,menyegarkan,bubbly,non-kafein,dingin,mid,"['LEMON KISS', 'TEH LECI', 'TELANG SQUASH', 'LEMON SQUASH', 'AVOCADO']"
420,asam,menyegarkan,light,non-kafein,dingin,low,"['CHOCOLATE', 'TEH LECI', 'KOPI LEMON']"
421,netral,rileks,bubbly,rendah,dingin,low,"['TEH STRAWBERRY', 'JAHE MERAH', 'KOPI GULA AREN', 'LEMON KISS']"
422,pahit,menyegarkan,creamy,sedang,dingin,high,"['CAPPUCCINO', 'KOPI SODA', 'ESPRESSO', 'AMERICANO', 'MOCHACCINO']"
423,netral,energi,creamy,sedang,bebas,low,"['VARIASI PINK', 'TEH LEMON', 'LYCHEE SQUASH', 'TEH HIJAU']"
424,asam,energi,light,non-kafein,dingin,mid,"['BERRY SQUASH', 'CHOCOLATE', 'KOPI SUSU']"
425,netral,energi,bubbly,sedang,dingin,low,"['TEH STRAWBERRY', 'TELANG SQUASH', 'TEH LEMON', 'TEH HIJAU', 'TEH JAHE SEREH']"
426,manis,rileks,bubbly,non-kafein,bebas,low,"['CHOCOLATE', 'MANGO', 'KOPI GULA AREN', 'BANANA']"
427,pahit,menyegarkan,heavy,tinggi,panas,bebas,"['TEH LEMON', 'AMERICANO', 'MOCHACCINO', 'TEH JAHE SEREH', 'TEH HIJAU']"
428,manis,energi,heavy,sedang,dingin,bebas,"['TEH', 'AVOCADO', 'KOPI GULA AREN']"
429,pahit,energi,heavy,sedang,panas,high,"['MOCHACCINO', 'SANGER', 'JAHE MERAH']"
430,pahit,rileks,creamy,sedang,panas,mid,"['KOPI GULA AREN', 'TEH HIJAU', 'KOPI SUSU', 'CAPPUCCINO']"
431,manis,menyegarkan,creamy,tinggi,dingin,high,"['BISCOFFEE', 'MANGO', 'TEH', 'BANANA', 'STRAWBERRY']"
432,asam,energi,light,non-kafein,dingin,high,"['CHOCOLATE', 'TEH LECI', 'LEMON KISS']"
433,manis,rileks,light,non-kafein,bebas,high,"['MANGO', 'KOPI GULA AREN', 'BANANA']"
434,pahit,manis,heavy,sedang,bebas,high,"['AMERICANO', 'MOCHACCINO', 'TEH LECI', 'KOPI SODA', 'TEH LEMON', 'CAPPUCCINO']"
435,manis,manis,light,non-kafein,bebas,mid,"['CRUNCHY CREAMY', 'MANGO', 'AVOCADO', 'BANANA', 'BISCOFFEE', 'KOPI GULA AREN']"
436,netral,menyegarkan,creamy,rendah,bebas,low,"['LEMON KISS', 'TEH STRAWBERRY', 'VARIASI PINK', 'TEH', 'KOPI GULA AREN']"
437,manis,manis,creamy,sedang,dingin,low,"['BISCOFFEE', 'CRUNCHY CREAMY', 'CHOCOLATE', 'TEH', 'AVOCADO', 'KOPI GULA AREN']"
438,netral,energi,light,non-kafein,dingin,high,"['TEH SEREH', 'VARIASI PINK', 'TEH LECI', 'LYCHEE SQUASH', 'BERRY SQUASH', 'TEH JAHE SEREH']"
439,manis,manis,creamy,rendah,panas,high,"['KOPI GULA AREN', 'AVOCADO', 'STRAWBERRY', 'CHOCOLATE', 'TEH', 'CRUNCHY CREAMY']"
440,netral,energi,light,sedang,bebas,high,"['LEMON KISS', 'JAHE MERAH', 'TEH HIJAU', 'TELANG SQUASH', 'LYCHEE SQUASH']"
441,pahit,energi,heavy,tinggi,panas,low,"['AMERICANO', 'TEH JAHE', 'TEH HIJAU', 'TEH STRAWBERRY', 'CAPPUCCINO']"
442,pahit,rileks,bubbly,tinggi,panas,low,"['TEH JAHE', 'TEH', 'CAPPUCCINO', 'TEH STRAWBERRY']"
443,netral,rileks,creamy,rendah,panas,high,"['JAHE MERAH', 'KOPI LEMON', 'TEH SEREH', 'TEH HIJAU']"
444,pahit,rileks,creamy,sedang,panas,mid,"['TEH HIJAU', 'TEH JAHE', 'CAPPUCCINO', 'TEH LECI']"
445,asam,menyegarkan,bubbly,non-kafein,dingin,high,"['MANGO', 'STRAWBERRY', 'TEH HIJAU', 'TEH LEMON', 'VARIASI PINK']"
446,asam,menyegarkan,heavy,rendah,dingin,bebas,"['LYCHEE SQUASH', 'TELANG SQUASH', 'MACCHIATO']"
447,netral,energi,creamy,tinggi,bebas,bebas,"['TELANG SQUASH', 'LEMON KISS', 'TEH JAHE SEREH', 'SANGER']"
448,pahit,rileks,bubbly,sedang,bebas,high,"['TEH JAHE', 'TEH', 'TEH HIJAU', 'TEH SEREH', 'KOPI SUSU', 'JAHE MERAH']"
449,asam,menyegarkan,bubbly,non-kafein,dingin,high,"['BANANA', 'ESPRESSO', 'VARIASI PINK', 'AMERICANO', 'CHOCOLATE', 'LEMON KISS']"
450,asam,menyegarkan,bubbly,rendah,dingin,low,"['LYCHEE SQUASH', 'TEH HIJAU', 'CHOCOLATE']"
451,netral,menyegarkan,creamy,rendah,panas,high,"['LEMON KISS', 'TEH JAHE', 'LYCHEE SQUASH', 'TEH JAHE SEREH', 'VARIASI PINK']"
452,manis,rileks,light,non-kafein,bebas,bebas,"['CHOCOLATE', 'MANGO', 'BANANA', 'BISCOFFEE']"
453,asam,rileks,light,non-kafein,dingin,mid,"['TELANG SQUASH', 'TEH STRAWBERRY', 'KOPI LEMON', 'LYCHEE SQUASH']"
454,manis,manis,creamy,tinggi,panas,mid,"['TEH', 'BISCOFFEE', 'STRAWBERRY', 'BANANA', 'CHOCOLATE', 'KOPI GULA AREN']"
455,netral,energi,light,sedang,dingin,high,"['JAHE MERAH', 'TEH LECI', 'KOPI SUSU', 'TEH LEMON', 'LEMON SQUASH']"
456,manis,rileks,bubbly,sedang,dingin,high,"['KOPI GULA AREN', 'TEH', 'AVOCADO', 'BANANA', 'STRAWBERRY', 'BISCOFFEE']"
457,netral,energi,creamy,sedang,panas,bebas,"['JAHE MERAH', 'TEH STRAWBERRY', 'TEH']"
458,pahit,energi,bubbly,tinggi,bebas,bebas,"['MACCHIATO', 'KOPI SUSU', 'CAPPUCCINO', 'TEH JAHE', 'TEH JAHE SEREH', 'ESPRESSO']"
459,manis,rileks,creamy,non-kafein,bebas,high,"['BANANA', 'AVOCADO', 'MANGO', 'TEH', 'CHOCOLATE']"
460,manis,manis,creamy,rendah,bebas,mid,"['KOPI GULA AREN', 'TEH', 'STRAWBERRY', 'CHOCOLATE', 'BISCOFFEE']"
461,manis,rileks,creamy,rendah,bebas,mid,"['KOPI GULA AREN', 'TEH', 'BANANA', 'MANGO']"
462,netral,manis,heavy,rendah,dingin,low,"['TEH STRAWBERRY', 'LYCHEE SQUASH', 'KOPI GULA AREN', 'KOPI LEMON', 'TEH SEREH', 'TEH LECI']"
463,netral,energi,creamy,rendah,panas,high,"['TEH STRAWBERRY', 'BERRY SQUASH', 'KOPI LEMON', 'TELANG SQUASH']"
464,netral,manis,heavy,non-kafein,bebas,bebas,"['TEH JAHE', 'JAHE MERAH', 'TELANG SQUASH', 'SANGER', 'LEMON KISS', 'LYCHEE SQUASH']"
465,manis,manis,creamy,rendah,bebas,mid,"['KOPI GULA AREN', 'STRAWBERRY', 'AVOCADO', 'TEH', 'CRUNCHY CREAMY', 'CHOCOLATE']"
466,asam,menyegarkan,bubbly,non-kafein,dingin,high,"['LEMON SQUASH', 'TEH LEMON', 'BERRY SQUASH', 'LYCHEE SQUASH', 'LEMON KISS', 'TELANG SQUASH']"
467,netral,manis,creamy,rendah,bebas,mid,"['TEH LECI', 'BERRY SQUASH', 'TEH JAHE SEREH', 'TELANG SQUASH', 'TEH HIJAU', 'TEH JAHE']"
468,pahit,menyegarkan,bubbly,sedang,dingin,low,"['KOPI LEMON', 'KOPI GULA AREN', 'BISCOFFEE', 'TEH LEMON', 'JAHE MERAH']"
469,asam,menyegarkan,light,non-kafein,dingin,mid,"['LEMON SQUASH', 'TEH HIJAU', 'JAHE MERAH']"
470,manis,energi,creamy,non-kafein,panas,bebas,"['CHOCOLATE', 'BANANA', 'CRUNCHY CREAMY']"
471,manis,energi,creamy,sedang,bebas,mid,"['BISCOFFEE', 'CRUNCHY CREAMY', 'TEH']"
472,asam,menyegarkan,bubbly,non-kafein,dingin,bebas,"['LEMON KISS', 'TEH STRAWBERRY', 'STRAWBERRY', 'CHOCOLATE', 'TELANG SQUASH']"
473,asam,menyegarkan,light,non-kafein,dingin,low,"['MANGO', 'LYCHEE SQUASH', 'TEH STRAWBERRY', 'KOPI LEMON']"
474,netral,rileks,light,sedang,panas,low,"['LYCHEE SQUASH', 'LEMON SQUASH', 'TEH', 'TEH JAHE SEREH']"
475,asam,menyegarkan,light,rendah,panas,mid,"['LEMON SQUASH', 'AMERICANO', 'TELANG SQUASH', 'KOPI LEMON', 'LYCHEE SQUASH', 'CHOCOLATE']"
476,manis,menyegarkan,heavy,non-kafein,bebas,high,"['CHOCOLATE', 'AVOCADO', 'MANGO', 'BISCOFFEE', 'STRAWBERRY']"
477,pahit,rileks,light,tinggi,dingin,mid,"['CAPPUCCINO', 'TEH JAHE SEREH', 'TEH STRAWBERRY', 'JAHE MERAH', 'TEH SEREH', 'ESPRESSO']"
478,asam,menyegarkan,light,non-kafein,dingin,mid,"['LYCHEE SQUASH', 'CRUNCHY CREAMY', 'LEMON KISS']"
479,pahit,energi,light,tinggi,panas,bebas,"['KOPI LEMON', 'MOCHACCINO', 'ESPRESSO']"
480,asam,menyegarkan,light,rendah,dingin,low,"['KOPI LEMON', 'LEMON KISS', 'LEMON SQUASH']"
481,manis,rileks,bubbly,rendah,panas,mid,"['KOPI GULA AREN', 'CRUNCHY CREAMY', 'STRAWBERRY', 'TEH', 'MANGO']"
482,pahit,energi,light,sedang,panas,high,"['ESPRESSO', 'KOPI SODA', 'TEH JAHE SEREH', 'MOCHACCINO']"
483,netral,energi,bubbly,sedang,bebas,mid,"['TEH JAHE', 'TEH', 'TELANG SQUASH']"
484,manis,manis,creamy,non-kafein,dingin,high,"['STRAWBERRY', 'BANANA', 'KOPI GULA AREN', 'MANGO']"
485,netral,manis,light,sedang,panas,mid,"['STRAWBERRY', 'TEH', 'TELANG SQUASH', 'BERRY SQUASH', 'TEH JAHE SEREH', 'KOPI GULA AREN']"
486,asam,menyegarkan,heavy,rendah,dingin,bebas,"['KOPI LEMON', 'VARIASI PINK', 'BISCOFFEE']"
487,manis,manis,creamy,non-kafein,bebas,mid,"['AVOCADO', 'TEH', 'BISCOFFEE', 'CRUNCHY CREAMY']"
488,netral,energi,light,rendah,bebas,bebas,"['TEH LECI', 'VARIASI PINK', 'LYCHEE SQUASH', 'TEH JAHE SEREH', 'TEH SEREH']"
489,pahit,energi,bubbly,tinggi,panas,low,"['KOPI SODA', 'CAPPUCCINO', 'TEH', 'JAHE MERAH']"
490,asam,menyegarkan,light,tinggi,dingin,high,"['TEH JAHE SEREH', 'LYCHEE SQUASH', 'TEH LECI', 'CAPPUCCINO']"
491,netral,energi,creamy,rendah,panas,bebas,"['TEH STRAWBERRY', 'TEH HIJAU', 'VARIASI PINK', 'TEH LECI', 'LEMON SQUASH', 'MACCHIATO']"
492,manis,manis,creamy,non-kafein,bebas,mid,"['MANGO', 'CRUNCHY CREAMY', 'BISCOFFEE', 'KOPI GULA AREN', 'STRAWBERRY', 'TEH']"
493,asam,menyegarkan,bubbly,non-kafein,bebas,bebas,"['TELANG SQUASH', 'CRUNCHY CREAMY', 'LEMON SQUASH', 'BERRY SQUASH']"
494,manis,rileks,light,non-kafein,panas,bebas,"['CRUNCHY CREAMY', 'BANANA', 'AVOCADO', 'STRAWBERRY']"
495,asam,menyegarkan,light,non-kafein,dingin,bebas,"['LEMON KISS', 'BERRY SQUASH', 'TEH STRAWBERRY', 'LYCHEE SQUASH', 'CRUNCHY CREAMY', 'STRAWBERRY']"
496,netral,rileks,heavy,rendah,panas,low,"['TEH LECI', 'TEH STRAWBERRY', 'TEH LEMON', 'LEMON KISS', 'TEH JAHE SEREH']"
497,manis,manis,creamy,rendah,dingin,high,"['BISCOFFEE', 'MANGO', 'TEH', 'CHOCOLATE', 'AVOCADO']"
498,pahit,energi,light,tinggi,panas,bebas,"['ESPRESSO', 'MOCHACCINO', 'TEH JAHE', 'TEH LEMON', 'MACCHIATO']"
499,pahit,rileks,light,non-kafein,panas,mid,"['KOPI LEMON', 'TEH STRAWBERRY', 'JAHE MERAH', 'BISCOFFEE', 'TEH']"
500,manis,rileks,creamy,non-kafein,panas,mid,"['AVOCADO', 'CHOCOLATE', 'MANGO', 'TEH', 'CRUNCHY CREAMY', 'BISCOFFEE']"
501,netral,rileks,light,non-kafein,bebas,mid,"['TEH HIJAU', 'LYCHEE SQUASH', 'TELANG SQUASH', 'KOPI SUSU']"
502,asam,menyegarkan,light,rendah,dingin,high,"['LEMON SQUASH', 'MOCHACCINO', 'MACCHIATO', 'KOPI LEMON', 'KOPI GULA AREN']"
503,manis,rileks,light,non-kafein,panas,low,"['CHOCOLATE', 'BISCOFFEE', 'AVOCADO', 'MANGO']"
504,manis,manis,creamy,non-kafein,panas,low,"['STRAWBERRY', 'KOPI GULA AREN', 'BANANA']"
505,netral,energi,light,rendah,panas,bebas,"['TEH STRAWBERRY', 'KOPI GULA AREN', 'JAHE MERAH']"
506,asam,menyegarkan,light,rendah,dingin,bebas,"['LYCHEE SQUASH', 'KOPI LEMON', 'TEH SEREH']"
507,manis,rileks,creamy,non-kafein,bebas,bebas,"['AVOCADO', 'BANANA', 'KOPI GULA AREN', 'CRUNCHY CREAMY']"
508,asam,menyegarkan,light,sedang,bebas,high,"['TEH LECI', 'LEMON SQUASH', 'TEH LEMON', 'AMERICANO', 'MACCHIATO', 'SANGER']"
509,pahit,energi,light,sedang,bebas,high,"['TEH SEREH', 'TEH JAHE', 'MOCHACCINO', 'TEH STRAWBERRY']"
510,manis,rileks,light,non-kafein,bebas,low,"['AVOCADO', 'STRAWBERRY', 'KOPI GULA AREN']"
511,netral,manis,light,rendah,dingin,bebas,"['JAHE MERAH', 'BERRY SQUASH', 'TEH STRAWBERRY', 'TEH JAHE', 'TEH JAHE SEREH', 'MOCHACCINO']"
512,asam,menyegarkan,bubbly,non-kafein,dingin,bebas,"['LEMON SQUASH', 'KOPI GULA AREN', 'VARIASI PINK', 'CHOCOLATE', 'LEMON KISS']"
513,pahit,rileks,heavy,sedang,dingin,low,"['ESPRESSO', 'SANGER', 'JAHE MERAH', 'BISCOFFEE']"
514,netral,manis,light,sedang,bebas,high,"['LYCHEE SQUASH', 'KOPI GULA AREN', 'VARIASI PINK', 'TEH JAHE SEREH', 'TEH JAHE', 'MACCHIATO']"
515,netral,energi,light,sedang,panas,mid,"['BERRY SQUASH', 'TEH JAHE', 'TEH SEREH']"
516,manis,manis,heavy,tinggi,bebas,low,"['TEH', 'BISCOFFEE', 'BANANA', 'CHOCOLATE', 'KOPI GULA AREN', 'AVOCADO']"
517,pahit,rileks,bubbly,sedang,panas,mid,"['AMERICANO', 'TEH LEMON', 'MOCHACCINO']"
518,netral,rileks,light,non-kafein,dingin,bebas,"['TEH SEREH', 'LEMON SQUASH', 'STRAWBERRY']"
519,netral,rileks,creamy,rendah,dingin,mid,"['STRAWBERRY', 'LEMON KISS', 'MACCHIATO', 'LYCHEE SQUASH']"
520,manis,menyegarkan,creamy,tinggi,dingin,low,"['BISCOFFEE', 'CRUNCHY CREAMY', 'TEH', 'MANGO', 'KOPI GULA AREN']"
521,netral,rileks,creamy,rendah,dingin,high,"['TEH STRAWBERRY', 'KOPI SUSU', 'TEH JAHE SEREH', 'SANGER', 'LYCHEE SQUASH']"
522,asam,menyegarkan,light,rendah,dingin,high,"['KOPI GULA AREN', 'LEMON SQUASH', 'LEMON KISS', 'SANGER', 'TEH HIJAU']"
523,pahit,rileks,heavy,tinggi,panas,bebas,"['KOPI SODA', 'KOPI SUSU', 'BISCOFFEE', 'KOPI GULA AREN', 'TEH LECI', 'CAPPUCCINO']"
524,pahit,energi,heavy,sedang,panas,low,"['ESPRESSO', 'TEH JAHE SEREH', 'BISCOFFEE', 'MOCHACCINO', 'CAPPUCCINO', 'KOPI GULA AREN']"
525,asam,menyegarkan,light,non-kafein,dingin,high,"['LEMON SQUASH', 'KOPI LEMON', 'AVOCADO', 'TEH LECI']"
526,asam,menyegarkan,bubbly,non-kafein,dingin,high,"['TELANG SQUASH', 'KOPI LEMON', 'AVOCADO']"
527,netral,energi,light,tinggi,panas,high,"['STRAWBERRY', 'TEH STRAWBERRY', 'TEH JAHE']"
528,asam,menyegarkan,light,tinggi,dingin,low,"['TEH STRAWBERRY', 'LYCHEE SQUASH', 'TEH LECI']"
529,manis,manis,heavy,rendah,bebas,bebas,"['BISCOFFEE', 'CHOCOLATE', 'STRAWBERRY', 'AVOCADO']"
530,pahit,energi,bubbly,tinggi,bebas,high,"['AMERICANO', 'SANGER', 'ESPRESSO', 'KOPI GULA AREN']"
531,asam,menyegarkan,creamy,tinggi,dingin,bebas,"['KOPI LEMON', 'MANGO', 'SANGER', 'TEH JAHE', 'ESPRESSO']"
532,pahit,rileks,light,rendah,panas,bebas,"['KOPI LEMON', 'TEH JAHE SEREH', 'ESPRESSO', 'KOPI SUSU', 'MOCHACCINO']"
533,pahit,rileks,light,sedang,bebas,bebas,"['TEH', 'TEH LECI', 'ESPRESSO', 'MACCHIATO', 'KOPI SODA']"
534,pahit,rileks,creamy,tinggi,bebas,high,"['SANGER', 'TEH LEMON', 'TEH LECI', 'TEH STRAWBERRY', 'TEH JAHE', 'TEH JAHE SEREH']"
535,pahit,manis,heavy,tinggi,panas,bebas,"['KOPI LEMON', 'MOCHACCINO', 'KOPI SUSU', 'CAPPUCCINO', 'KOPI SODA', 'BISCOFFEE']"
536,netral,menyegarkan,light,non-kafein,panas,high,"['TEH JAHE SEREH', 'STRAWBERRY', 'TEH SEREH', 'TELANG SQUASH', 'LEMON KISS']"
537,asam,menyegarkan,bubbly,rendah,dingin,mid,"['LEMON SQUASH', 'LEMON KISS', 'BERRY SQUASH', 'MOCHACCINO', 'TEH']"
538,netral,menyegarkan,light,rendah,bebas,mid,"['TEH LECI', 'VARIASI PINK', 'MACCHIATO', 'TEH JAHE SEREH', 'TEH SEREH']"
539,manis,energi,creamy,rendah,panas,bebas,"['KOPI GULA AREN', 'STRAWBERRY', 'AVOCADO']"
540,netral,rileks,light,sedang,panas,mid,"['TELANG SQUASH', 'TEH SEREH', 'LYCHEE SQUASH', 'TEH STRAWBERRY']"
541,manis,energi,heavy,non-kafein,bebas,high,"['BANANA', 'BISCOFFEE', 'AVOCADO']"
542,asam,menyegarkan,bubbly,rendah,panas,high,"['BERRY SQUASH', 'SANGER', 'AMERICANO', 'TEH LECI', 'MACCHIATO']"
543,asam,menyegarkan,light,non-kafein,dingin,high,"['MANGO', 'VARIASI PINK', 'TEH']"
544,manis,rileks,light,rendah,dingin,bebas,"['BISCOFFEE', 'AVOCADO', 'CHOCOLATE', 'TEH', 'BANANA']"
545,asam,menyegarkan,bubbly,rendah,panas,mid,"['LYCHEE SQUASH', 'JAHE MERAH', 'TELANG SQUASH', 'TEH HIJAU', 'MACCHIATO']"
546,manis,manis,heavy,non-kafein,dingin,high,"['CRUNCHY CREAMY', 'CHOCOLATE', 'MANGO', 'BANANA', 'STRAWBERRY', 'BISCOFFEE']"
547,manis,energi,heavy,non-kafein,panas,bebas,"['MANGO', 'AVOCADO', 'CHOCOLATE']"
548,netral,energi,light,non-kafein,panas,bebas,"['TEH JAHE SEREH', 'STRAWBERRY', 'TELANG SQUASH']"
549,pahit,energi,light,tinggi,dingin,low,"['KOPI GULA AREN', 'ESPRESSO', 'CAPPUCCINO', 'SANGER', 'TEH JAHE', 'KOPI LEMON']"
550,manis,rileks,bubbly,sedang,dingin,mid,"['BISCOFFEE', 'TEH', 'KOPI GULA AREN']"
551,manis,rileks,heavy,rendah,bebas,low,"['BISCOFFEE', 'MANGO', 'BANANA', 'STRAWBERRY', 'CHOCOLATE']"
552,manis,rileks,creamy,non-kafein,panas,low,"['BANANA', 'MANGO', 'CHOCOLATE', 'KOPI GULA AREN']"
553,pahit,rileks,heavy,sedang,dingin,mid,"['MOCHACCINO', 'KOPI LEMON', 'KOPI GULA AREN', 'KOPI SUSU', 'BISCOFFEE']"
554,manis,manis,creamy,sedang,dingin,mid,"['KOPI GULA AREN', 'CRUNCHY CREAMY', 'MANGO', 'BANANA', 'BISCOFFEE', 'TEH']"
555,pahit,rileks,creamy,sedang,bebas,low,"['KOPI SODA', 'AMERICANO', 'CAPPUCCINO']"
556,netral,energi,creamy,rendah,panas,high,"['TEH LECI', 'TEH JAHE', 'LEMON KISS']"
557,pahit,energi,heavy,tinggi,bebas,bebas,"['TEH SEREH', 'AMERICANO', 'MOCHACCINO']"
558,manis,manis,heavy,non-kafein,dingin,low,"['CHOCOLATE', 'AVOCADO', 'BISCOFFEE', 'STRAWBERRY', 'CRUNCHY CREAMY']"
559,manis,rileks,creamy,rendah,panas,bebas,"['BISCOFFEE', 'STRAWBERRY', 'TEH', 'CHOCOLATE']"
560,asam,menyegarkan,creamy,non-kafein,dingin,high,"['LYCHEE SQUASH', 'AVOCADO', 'LEMON SQUASH', 'LEMON KISS', 'BANANA', 'AMERICANO']"
561,manis,rileks,heavy,non-kafein,dingin,low,"['CRUNCHY CREAMY', 'MANGO', 'TEH', 'BISCOFFEE']"
562,asam,menyegarkan,light,non-kafein,panas,high,"['VARIASI PINK', 'TELANG SQUASH', 'STRAWBERRY']"
563,asam,menyegarkan,light,rendah,dingin,low,"['LEMON SQUASH', 'LYCHEE SQUASH', 'TEH LECI', 'VARIASI PINK']"
